E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.159,0.175,0.159,0.149,0.228,0.144,0.228,0.124,0.425,-0.107,0.425,-0.12,0.425,-0.227,0.425,-0.228,0.425,-0.304,0.425,-0.314,0.425,-0.606,0.425,-0.623
0.159,0.19,0.159,0.167,0.228,0.146,0.228,0.144,0.424,-0.112,0.424,-0.118,0.424,-0.219,0.424,-0.235,0.424,-0.31,0.424,-0.319,0.424,-0.609,0.424,-0.63
0.159,0.169,0.159,0.152,0.229,0.137,0.229,0.117,0.423,-0.11,0.423,-0.123,0.423,-0.23,0.423,-0.238,0.423,-0.313,0.423,-0.32,0.423,-0.616,0.423,-0.627
0.16,0.181,0.16,0.152,0.229,0.147,0.229,0.118,0.422,-0.115,0.422,-0.126,0.422,-0.231,0.422,-0.239,0.422,-0.314,0.422,-0.324,0.422,-0.624,0.422,-0.636
0.16,0.186,0.16,0.141,0.229,0.155,0.229,0.126,0.421,-0.118,0.421,-0.127,0.421,-0.228,0.421,-0.244,0.421,-0.316,0.421,-0.331,0.421,-0.633,0.421,-0.647
0.16,0.157,0.16,0.155,0.23,0.138,0.23,0.132,0.42,-0.118,0.42,-0.127,0.42,-0.236,0.42,-0.245,0.42,-0.322,0.42,-0.336,0.42,-0.635,0.42,-0.658
0.16,0.17,0.16,0.146,0.23,0.15,0.23,0.124,0.419,-0.123,0.419,-0.129,0.419,-0.236,0.419,-0.247,0.419,-0.327,0.419,-0.343,0.419,-0.658,0.419,-0.669
0.161,0.17,0.161,0.147,0.231,0.146,0.231,0.137,0.418,-0.121,0.418,-0.13,0.418,-0.242,0.418,-0.25,0.418,-0.328,0.418,-0.345,0.418,-0.65,0.418,-0.661
0.161,0.161,0.161,0.155,0.231,0.135,0.231,0.12,0.417,-0.12,0.417,-0.127,0.417,-0.239,0.417,-0.254,0.417,-0.33,0.417,-0.343,0.417,-0.658,0.417,-0.669
0.161,0.158,0.161,0.152,0.231,0.129,0.231,0.126,0.416,-0.126,0.416,-0.136,0.416,-0.248,0.416,-0.259,0.416,-0.336,0.416,-0.356,0.416,-0.661,0.416,-0.678
0.161,0.161,0.161,0.146,0.232,0.132,0.232,0.13,0.415,-0.123,0.415,-0.133,0.415,-0.247,0.415,-0.256,0.415,-0.334,0.415,-0.354,0.415,-0.67,0.415,-0.684
0.162,0.176,0.162,0.166,0.232,0.138,0.232,0.123,0.414,-0.124,0.414,-0.139,0.414,-0.247,0.414,-0.256,0.414,-0.34,0.414,-0.356,0.414,-0.673,0.414,-0.69
0.162,0.167,0.162,0.143,0.232,0.126,0.232,0.117,0.413,-0.124,0.413,-0.138,0.413,-0.248,0.413,-0.262,0.413,-0.343,0.413,-0.354,0.413,-0.679,0.413,-0.702
0.162,0.152,0.162,0.153,0.233,0.126,0.233,0.124,0.412,-0.13,0.412,-0.141,0.412,-0.254,0.412,-0.264,0.412,-0.347,0.412,-0.357,0.412,-0.685,0.412,-0.708
0.162,0.175,0.162,0.149,0.233,0.126,0.233,0.124,0.411,-0.13,0.411,-0.141,0.411,-0.254,0.411,-0.261,0.411,-0.353,0.411,-0.36,0.411,-0.699,0.411,-0.712
0.163,0.163,0.163,0.138,0.234,0.123,0.234,0.12,0.41,-0.13,0.41,-0.141,0.41,-0.259,0.41,-0.265,0.41,-0.351,0.41,-0.373,0.41,-0.701,0.41,-0.71
0.163,0.17,0.163,0.141,0.234,0.124,0.234,0.114,0.409,-0.126,0.409,-0.141,0.409,-0.254,0.409,-0.264,0.409,-0.353,0.409,-0.374,0.409,-0.704,0.409,-0.722
0.163,0.166,0.163,0.144,0.234,0.138,0.234,0.112,0.408,-0.132,0.408,-0.138,0.408,-0.265,0.408,-0.271,0.408,-0.363,0.408,-0.377,0.408,-0.705,0.408,-0.728
0.163,0.169,0.163,0.149,0.235,0.143,0.235,0.109,0.407,-0.133,0.407,-0.146,0.407,-0.261,0.407,-0.274,0.407,-0.362,0.407,-0.373,0.407,-0.721,0.407,-0.742
0.164,0.16,0.164,0.143,0.235,0.144,0.235,0.124,0.406,-0.135,0.406,-0.143,0.406,-0.265,0.406,-0.282,0.406,-0.363,0.406,-0.377,0.406,-0.728,0.406,-0.739
0.164,0.169,0.164,0.144,0.235,0.126,0.235,0.111,0.405,-0.139,0.405,-0.158,0.405,-0.267,0.405,-0.271,0.405,-0.36,0.405,-0.379,0.405,-0.727,0.405,-0.747
0.164,0.175,0.164,0.155,0.236,0.14,0.236,0.109,0.404,-0.138,0.404,-0.152,0.404,-0.271,0.404,-0.281,0.404,-0.366,0.404,-0.388,0.404,-0.735,0.404,-0.753
0.164,0.157,0.164,0.143,0.236,0.138,0.236,0.121,0.403,-0.139,0.403,-0.152,0.403,-0.265,0.403,-0.279,0.403,-0.371,0.403,-0.386,0.403,-0.745,0.403,-0.771
0.165,0.163,0.165,0.143,0.236,0.121,0.236,0.121,0.402,-0.144,0.402,-0.149,0.402,-0.278,0.402,-0.281,0.402,-0.371,0.402,-0.391,0.402,-0.756,0.402,-0.764
0.165,0.158,0.165,0.138,0.237,0.135,0.237,0.12,0.401,-0.135,0.401,-0.153,0.401,-0.279,0.401,-0.284,0.401,-0.374,0.401,-0.393,0.401,-0.754,0.401,-0.779
0.165,0.16,0.165,0.144,0.237,0.134,0.237,0.126,0.4,-0.146,0.4,-0.158,0.4,-0.274,0.4,-0.288,0.4,-0.379,0.4,-0.403,0.4,-0.753,0.4,-0.784
0.165,0.167,0.165,0.144,0.238,0.124,0.238,0.107,0.399,-0.146,0.399,-0.155,0.399,-0.282,0.399,-0.288,0.399,-0.38,0.399,-0.396,0.399,-0.776,0.399,-0.787
0.166,0.163,0.166,0.144,0.238,0.13,0.238,0.114,0.398,-0.15,0.398,-0.158,0.398,-0.285,0.398,-0.294,0.398,-0.379,0.398,-0.402,0.398,-0.771,0.398,-0.787
0.166,0.157,0.166,0.15,0.238,0.126,0.238,0.118,0.397,-0.141,0.397,-0.158,0.397,-0.279,0.397,-0.294,0.397,-0.38,0.397,-0.4,0.397,-0.781,0.397,-0.796
0.166,0.167,0.166,0.138,0.239,0.141,0.239,0.126,0.396,-0.152,0.396,-0.161,0.396,-0.279,0.396,-0.285,0.396,-0.383,0.396,-0.409,0.396,-0.79,0.396,-0.797
0.166,0.153,0.166,0.143,0.239,0.109,0.239,0.114,0.395,-0.149,0.395,-0.161,0.395,-0.285,0.395,-0.296,0.395,-0.383,0.395,-0.405,0.395,-0.793,0.395,-0.811
0.167,0.16,0.167,0.134,0.239,0.12,0.239,0.129,0.394,-0.155,0.394,-0.159,0.394,-0.291,0.394,-0.293,0.394,-0.391,0.394,-0.405,0.394,-0.796,0.394,-0.808
0.167,0.158,0.167,0.138,0.24,0.126,0.24,0.12,0.393,-0.153,0.393,-0.158,0.393,-0.291,0.393,-0.29,0.393,-0.389,0.393,-0.412,0.393,-0.8,0.393,-0.819
0.167,0.164,0.167,0.15,0.24,0.132,0.24,0.12,0.392,-0.156,0.392,-0.167,0.392,-0.296,0.392,-0.299,0.392,-0.388,0.392,-0.414,0.392,-0.813,0.392,-0.819
0.167,0.16,0.167,0.143,0.241,0.12,0.241,0.109,0.391,-0.164,0.391,-0.164,0.391,-0.294,0.391,-0.301,0.391,-0.397,0.391,-0.416,0.391,-0.817,0.391,-0.828
0.168,0.169,0.168,0.144,0.241,0.135,0.241,0.12,0.39,-0.161,0.39,-0.172,0.39,-0.293,0.39,-0.307,0.39,-0.403,0.39,-0.423,0.39,-0.813,0.39,-0.83
0.168,0.158,0.168,0.134,0.241,0.134,0.241,0.114,0.389,-0.158,0.389,-0.169,0.389,-0.301,0.389,-0.305,0.389,-0.393,0.389,-0.416,0.389,-0.82,0.389,-0.836
0.168,0.157,0.168,0.137,0.242,0.118,0.242,0.112,0.388,-0.162,0.388,-0.175,0.388,-0.285,0.388,-0.31,0.388,-0.408,0.388,-0.425,0.388,-0.827,0.388,-0.843
0.168,0.158,0.168,0.141,0.242,0.126,0.242,0.103,0.387,-0.166,0.387,-0.172,0.387,-0.302,0.387,-0.307,0.387,-0.411,0.387,-0.422,0.387,-0.839,0.387,-0.856
0.169,0.16,0.169,0.138,0.242,0.138,0.242,0.121,0.386,-0.167,0.386,-0.173,0.386,-0.302,0.386,-0.314,0.386,-0.408,0.386,-0.417,0.386,-0.828,0.386,-0.85
0.169,0.153,0.169,0.138,0.243,0.141,0.243,0.135,0.385,-0.166,0.385,-0.172,0.385,-0.302,0.385,-0.305,0.385,-0.416,0.385,-0.425,0.385,-0.839,0.385,-0.863
0.169,0.175,0.169,0.163,0.243,0.129,0.243,0.12,0.384,-0.17,0.384,-0.179,0.384,-0.305,0.384,-0.313,0.384,-0.414,0.384,-0.431,0.384,-0.845,0.384,-0.868
0.169,0.15,0.169,0.138,0.244,0.124,0.244,0.114,0.383,-0.172,0.383,-0.178,0.383,-0.307,0.383,-0.319,0.383,-0.409,0.383,-0.431,0.383,-0.851,0.383,-0.868
0.17,0.163,0.17,0.138,0.244,0.129,0.244,0.126,0.382,-0.173,0.382,-0.184,0.382,-0.31,0.382,-0.319,0.382,-0.414,0.382,-0.435,0.382,-0.854,0.382,-0.87
0.17,0.163,0.17,0.138,0.244,0.132,0.244,0.117,0.381,-0.179,0.381,-0.179,0.381,-0.317,0.381,-0.319,0.381,-0.422,0.381,-0.434,0.381,-0.863,0.381,-0.882
0.17,0.15,0.17,0.144,0.245,0.132,0.245,0.115,0.38,-0.184,0.38,-0.184,0.38,-0.325,0.38,-0.324,0.38,-0.422,0.38,-0.435,0.38,-0.86,0.38,-0.88
0.17,0.157,0.17,0.138,0.245,0.132,0.245,0.12,0.379,-0.179,0.379,-0.189,0.379,-0.319,0.379,-0.325,0.379,-0.431,0.379,-0.443,0.379,-0.873,0.379,-0.894
0.171,0.157,0.171,0.141,0.245,0.13,0.245,0.126,0.378,-0.185,0.378,-0.193,0.378,-0.328,0.378,-0.327,0.378,-0.435,0.378,-0.448,0.378,-0.873,0.378,-0.889
0.171,0.17,0.171,0.132,0.246,0.129,0.246,0.117,0.377,-0.185,0.377,-0.195,0.377,-0.328,0.377,-0.319,0.377,-0.435,0.377,-0.449,0.377,-0.88,0.377,-0.894
0.171,0.161,0.171,0.146,0.246,0.126,0.246,0.106,0.376,-0.192,0.376,-0.198,0.376,-0.328,0.376,-0.336,0.376,-0.439,0.376,-0.449,0.376,-0.883,0.376,-0.897
0.171,0.158,0.171,0.143,0.247,0.135,0.247,0.12,0.375,-0.19,0.375,-0.199,0.375,-0.334,0.375,-0.337,0.375,-0.446,0.375,-0.454,0.375,-0.894,0.375,-0.902
0.172,0.158,0.172,0.134,0.247,0.114,0.247,0.109,0.374,-0.196,0.374,-0.208,0.374,-0.34,0.374,-0.343,0.374,-0.452,0.374,-0.458,0.374,-0.9,0.374,-0.916
0.172,0.153,0.172,0.137,0.247,0.129,0.247,0.106,0.373,-0.199,0.373,-0.207,0.373,-0.34,0.373,-0.354,0.373,-0.454,0.373,-0.465,0.373,-0.905,0.373,-0.916
0.172,0.153,0.172,0.14,0.248,0.135,0.248,0.121,0.372,-0.199,0.372,-0.21,0.372,-0.351,0.372,-0.354,0.372,-0.468,0.372,-0.469,0.372,-0.916,0.372,-0.931
0.172,0.157,0.172,0.134,0.248,0.12,0.248,0.111,0.371,-0.205,0.371,-0.212,0.371,-0.356,0.371,-0.357,0.371,-0.472,0.371,-0.481,0.371,-0.931,0.371,-0.942
0.172,0.163,0.172,0.137,0.248,0.138,0.248,0.118,0.37,-0.208,0.37,-0.215,0.37,-0.357,0.37,-0.359,0.37,-0.474,0.37,-0.475,0.37,-0.925,0.37,-0.94
0.173,0.15,0.173,0.143,0.249,0.132,0.249,0.126,0.369,-0.213,0.369,-0.216,0.369,-0.362,0.369,-0.362,0.369,-0.48,0.369,-0.48,0.369,-0.939,0.369,-0.949
0.173,0.158,0.173,0.138,0.249,0.124,0.249,0.117,0.368,-0.219,0.368,-0.227,0.368,-0.376,0.368,-0.376,0.368,-0.491,0.368,-0.5,0.368,-0.948,0.368,-0.955
0.173,0.153,0.173,0.141,0.25,0.123,0.25,0.112,0.367,-0.225,0.367,-0.233,0.367,-0.371,0.367,-0.38,0.367,-0.491,0.367,-0.504,0.367,-0.96,0.367,-0.968
0.173,0.153,0.173,0.137,0.25,0.144,0.25,0.123,0.366,-0.225,0.366,-0.241,0.366,-0.376,0.366,-0.386,0.366,-0.5,0.366,-0.511,0.366,-0.958,0.366,-0.975
0.174,0.153,0.174,0.143,0.25,0.118,0.25,0.117,0.365,-0.231,0.365,-0.248,0.365,-0.389,0.365,-0.393,0.365,-0.514,0.365,-0.524,0.365,-0.977,0.365,-0.988
0.174,0.15,0.174,0.141,0.251,0.135,0.251,0.129,0.364,-0.235,0.364,-0.251,0.364,-0.386,0.364,-0.4,0.364,-0.524,0.364,-0.526,0.364,-0.981,0.364,-0.997
0.174,0.153,0.174,0.144,0.251,0.14,0.251,0.121,0.363,-0.251,0.363,-0.258,0.363,-0.399,0.363,-0.411,0.363,-0.535,0.363,-0.541,0.363,-1.003,0.363,-1.015
0.174,0.157,0.174,0.13,0.252,0.135,0.252,0.112,0.362,-0.253,0.362,-0.259,0.362,-0.412,0.362,-0.422,0.362,-0.549,0.362,-0.55,0.362,-1.009,0.362,-1.018
0.175,0.155,0.175,0.14,0.252,0.121,0.252,0.12,0.361,-0.264,0.361,-0.267,0.361,-0.419,0.361,-0.423,0.361,-0.558,0.361,-0.555,0.361,-1.015,0.361,-1.037
0.175,0.153,0.175,0.134,0.252,0.129,0.252,0.114,0.36,-0.274,0.36,-0.278,0.36,-0.435,0.36,-0.432,0.36,-0.566,0.36,-0.575,0.36,-1.04,0.36,-1.047
0.175,0.153,0.175,0.137,0.253,0.129,0.253,0.115,0.359,-0.276,0.359,-0.287,0.359,-0.448,0.359,-0.445,0.359,-0.58,0.359,-0.586,0.359,-1.057,0.359,-1.066
0.175,0.15,0.175,0.129,0.253,0.135,0.253,0.097,0.358,-0.29,0.358,-0.293,0.358,-0.462,0.358,-0.468,0.358,-0.598,0.358,-0.6,0.358,-1.069,0.358,-1.083
0.176,0.155,0.176,0.129,0.253,0.12,0.253,0.117,0.357,-0.291,0.357,-0.304,0.357,-0.468,0.357,-0.471,0.357,-0.603,0.357,-0.607,0.357,-1.084,0.357,-1.098
0.176,0.152,0.176,0.137,0.254,0.135,0.254,0.117,0.356,-0.31,0.356,-0.311,0.356,-0.481,0.356,-0.485,0.356,-0.624,0.356,-0.624,0.356,-1.112,0.356,-1.118
0.176,0.152,0.176,0.135,0.254,0.141,0.254,0.117,0.355,-0.314,0.355,-0.32,0.355,-0.495,0.355,-0.508,0.355,-0.639,0.355,-0.643,0.355,-1.138,0.355,-1.15
0.176,0.152,0.176,0.127,0.255,0.134,0.255,0.118,0.354,-0.331,0.354,-0.331,0.354,-0.509,0.354,-0.514,0.354,-0.659,0.354,-0.658,0.354,-1.147,0.354,-1.158
0.177,0.152,0.177,0.132,0.255,0.134,0.255,0.114,0.353,-0.333,0.353,-0.34,0.353,-0.529,0.353,-0.532,0.353,-0.667,0.353,-0.673,0.353,-1.167,0.353,-1.179
0.177,0.15,0.177,0.132,0.255,0.124,0.255,0.118,0.352,-0.343,0.352,-0.354,0.352,-0.544,0.352,-0.546,0.352,-0.692,0.352,-0.698,0.352,-1.187,0.352,-1.202
0.177,0.158,0.177,0.138,0.256,0.137,0.256,0.118,0.351,-0.345,0.351,-0.368,0.351,-0.561,0.351,-0.567,0.351,-0.71,0.351,-0.707,0.351,-1.215,0.351,-1.224
0.177,0.147,0.177,0.129,0.256,0.134,0.256,0.137,0.35,-0.366,0.35,-0.38,0.35,-0.584,0.35,-0.583,0.35,-0.736,0.35,-0.741,0.35,-1.233,0.35,-1.245
0.178,0.155,0.178,0.124,0.256,0.123,0.256,0.137,0.349,-0.388,0.349,-0.388,0.349,-0.603,0.349,-0.603,0.349,-0.759,0.349,-0.762,0.349,-1.261,0.349,-1.279
0.178,0.144,0.178,0.137,0.257,0.13,0.257,0.115,0.348,-0.394,0.348,-0.409,0.348,-0.626,0.348,-0.623,0.348,-0.777,0.348,-0.785,0.348,-1.284,0.348,-1.291
0.178,0.146,0.178,0.132,0.257,0.127,0.257,0.123,0.347,-0.406,0.347,-0.426,0.347,-0.652,0.347,-0.653,0.347,-0.814,0.347,-0.816,0.347,-1.333,0.347,-1.334
0.178,0.152,0.178,0.126,0.258,0.143,0.258,0.104,0.346,-0.422,0.346,-0.439,0.346,-0.67,0.346,-0.676,0.346,-0.842,0.346,-0.84,0.346,-1.356,0.346,-1.356
0.179,0.147,0.179,0.124,0.258,0.123,0.258,0.138,0.345,-0.44,0.345,-0.454,0.345,-0.696,0.345,-0.701,0.345,-0.868,0.345,-0.865,0.345,-1.38,0.345,-1.396
0.179,0.166,0.179,0.15,0.258,0.123,0.258,0.132,0.344,-0.465,0.344,-0.475,0.344,-0.728,0.344,-0.725,0.344,-0.9,0.344,-0.902,0.344,-1.414,0.344,-1.428
0.179,0.143,0.179,0.118,0.259,0.134,0.259,0.117,0.343,-0.478,0.343,-0.489,0.343,-0.748,0.343,-0.764,0.343,-0.934,0.343,-0.943,0.343,-1.472,0.343,-1.475
0.179,0.153,0.179,0.123,0.259,0.141,0.259,0.121,0.342,-0.5,0.342,-0.514,0.342,-0.785,0.342,-0.796,0.342,-0.974,0.342,-0.975,0.342,-1.495,0.342,-1.503
0.18,0.155,0.18,0.123,0.259,0.14,0.259,0.124,0.341,-0.518,0.341,-0.532,0.341,-0.828,0.341,-0.819,0.341,-1.008,0.341,-1.014,0.341,-1.534,0.341,-1.541
0.18,0.163,0.18,0.127,0.26,0.13,0.26,0.123,0.34,-0.538,0.34,-0.555,0.34,-0.859,0.34,-0.863,0.34,-1.054,0.34,-1.05,0.34,-1.58,0.34,-1.589
0.18,0.149,0.18,0.124,0.26,0.135,0.26,0.104,0.339,-0.561,0.339,-0.578,0.339,-0.896,0.339,-0.902,0.339,-1.093,0.339,-1.093,0.339,-1.635,0.339,-1.636
0.18,0.153,0.18,0.114,0.261,0.135,0.261,0.135,0.338,-0.589,0.338,-0.607,0.338,-0.937,0.338,-0.939,0.338,-1.133,0.338,-1.144,0.338,-1.67,0.338,-1.675
0.181,0.143,0.181,0.127,0.261,0.144,0.261,0.137,0.337,-0.612,0.337,-0.626,0.337,-0.98,0.337,-0.986,0.337,-1.181,0.337,-1.189,0.337,-1.716,0.337,-1.727
0.181,0.15,0.181,0.124,0.261,0.135,0.261,0.121,0.336,-0.635,0.336,-0.656,0.336,-1.023,0.336,-1.021,0.336,-1.227,0.336,-1.231,0.336,-1.771,0.336,-1.768
0.181,0.152,0.181,0.12,0.262,0.149,0.262,0.12,0.335,-0.661,0.335,-0.687,0.335,-1.067,0.335,-1.069,0.335,-1.282,0.335,-1.281,0.335,-1.825,0.335,-1.831
0.181,0.146,0.181,0.123,0.262,0.137,0.262,0.135,0.334,-0.696,0.334,-0.719,0.334,-1.115,0.334,-1.123,0.334,-1.333,0.334,-1.342,0.334,-1.885,0.334,-1.877
0.182,0.149,0.182,0.123,0.262,0.129,0.262,0.135,0.333,-0.728,0.333,-0.751,0.333,-1.167,0.333,-1.167,0.333,-1.388,0.333,-1.391,0.333,-1.934,0.333,-1.945
0.182,0.144,0.182,0.121,0.263,0.15,0.263,0.144,0.332,-0.762,0.332,-0.787,0.332,-1.228,0.332,-1.219,0.332,-1.449,0.332,-1.454,0.332,-1.994,0.332,-1.991
0.182,0.149,0.182,0.118,0.263,0.13,0.263,0.129,0.331,-0.791,0.331,-0.819,0.331,-1.284,0.331,-1.287,0.331,-1.515,0.331,-1.518,0.331,-2.078,0.331,-2.075
0.182,0.135,0.182,0.14,0.264,0.127,0.264,0.129,0.33,-0.825,0.33,-0.859,0.33,-1.345,0.33,-1.34,0.33,-1.573,0.33,-1.58,0.33,-2.124,0.33,-2.129
0.183,0.143,0.183,0.117,0.264,0.153,0.264,0.143,0.329,-0.862,0.329,-0.889,0.329,-1.403,0.329,-1.397,0.329,-1.644,0.329,-1.638,0.329,-2.201,0.329,-2.201
0.183,0.157,0.183,0.123,0.264,0.141,0.264,0.13,0.328,-0.903,0.328,-0.937,0.328,-1.463,0.328,-1.469,0.328,-1.719,0.328,-1.713,0.328,-2.264,0.328,-2.259
0.183,0.143,0.183,0.117,0.265,0.137,0.265,0.123,0.327,-0.937,0.327,-0.969,0.327,-1.531,0.327,-1.524,0.327,-1.785,0.327,-1.779,0.327,-2.348,0.327,-2.346
0.183,0.15,0.183,0.114,0.265,0.141,0.265,0.138,0.326,-0.98,0.326,-1.02,0.326,-1.604,0.326,-1.598,0.326,-1.856,0.326,-1.857,0.326,-2.406,0.326,-2.412
0.184,0.153,0.184,0.123,0.265,0.153,0.265,0.132,0.325,-1.015,0.325,-1.058,0.325,-1.669,0.325,-1.678,0.325,-1.929,0.325,-1.938,0.325,-2.492,0.325,-2.494
0.184,0.143,0.184,0.121,0.266,0.169,0.266,0.118,0.324,-1.058,0.324,-1.1,0.324,-1.741,0.324,-1.754,0.324,-2.001,0.324,-2.018,0.324,-2.573,0.324,-2.567
0.184,0.144,0.184,0.118,0.266,0.138,0.266,0.138,0.323,-1.109,0.323,-1.155,0.323,-1.834,0.323,-1.831,0.323,-2.104,0.323,-2.109,0.323,-2.684,0.323,-2.675
0.184,0.149,0.184,0.114,0.267,0.152,0.267,0.121,0.322,-1.152,0.322,-1.202,0.322,-1.911,0.322,-1.915,0.322,-2.178,0.322,-2.193,0.322,-2.747,0.322,-2.739
0.185,0.138,0.185,0.112,0.267,0.137,0.267,0.13,0.321,-1.193,0.321,-1.245,0.321,-1.989,0.321,-1.988,0.321,-2.265,0.321,-2.277,0.321,-2.837,0.321,-2.833
0.185,0.15,0.185,0.129,0.267,0.146,0.267,0.144,0.32,-1.244,0.32,-1.296,0.32,-2.075,0.32,-2.07,0.32,-2.353,0.32,-2.36,0.32,-2.925,0.32,-2.919
0.185,0.138,0.185,0.117,0.268,0.166,0.268,0.135,0.319,-1.291,0.319,-1.35,0.319,-2.156,0.319,-2.159,0.319,-2.448,0.319,-2.452,0.319,-3.023,0.319,-3.015
0.185,0.155,0.185,0.114,0.268,0.152,0.268,0.141,0.318,-1.337,0.318,-1.397,0.318,-2.244,0.318,-2.242,0.318,-2.538,0.318,-2.546,0.318,-3.103,0.318,-3.115
0.186,0.146,0.186,0.111,0.268,0.143,0.268,0.124,0.317,-1.379,0.317,-1.448,0.317,-2.328,0.317,-2.33,0.317,-2.627,0.317,-2.639,0.317,-3.207,0.317,-3.218
0.186,0.138,0.186,0.127,0.269,0.14,0.269,0.143,0.316,-1.44,0.316,-1.508,0.316,-2.426,0.316,-2.431,0.316,-2.73,0.316,-2.747,0.316,-3.305,0.316,-3.303
0.186,0.146,0.186,0.121,0.269,0.135,0.269,0.146,0.315,-1.481,0.315,-1.561,0.315,-2.521,0.315,-2.527,0.315,-2.836,0.315,-2.849,0.315,-3.426,0.315,-3.415
0.186,0.146,0.186,0.121,0.27,0.152,0.27,0.134,0.314,-1.541,0.314,-1.61,0.314,-2.618,0.314,-2.616,0.314,-2.931,0.314,-2.94,0.314,-3.511,0.314,-3.517
0.187,0.14,0.187,0.12,0.27,0.14,0.27,0.144,0.313,-1.584,0.313,-1.665,0.313,-2.711,0.313,-2.718,0.313,-3.037,0.313,-3.047,0.313,-3.622,0.313,-3.627
0.187,0.144,0.187,0.123,0.27,0.153,0.27,0.158,0.312,-1.636,0.312,-1.722,0.312,-2.8,0.312,-2.823,0.312,-3.139,0.312,-3.153,0.312,-3.725,0.312,-3.734
0.187,0.141,0.187,0.12,0.271,0.149,0.271,0.14,0.311,-1.696,0.311,-1.774,0.311,-2.908,0.311,-2.911,0.311,-3.247,0.311,-3.265,0.311,-3.849,0.311,-3.853
0.188,0.144,0.188,0.104,0.271,0.141,0.271,0.16,0.31,-1.744,0.31,-1.837,0.31,-3,0.31,-3.009,0.31,-3.356,0.31,-3.374,0.31,-3.957,0.31,-3.96
0.188,0.138,0.188,0.12,0.271,0.144,0.271,0.138,0.309,-1.793,0.309,-1.882,0.309,-3.104,0.309,-3.106,0.309,-3.461,0.309,-3.484,0.309,-4.072,0.309,-4.083
0.188,0.141,0.188,0.118,0.272,0.166,0.272,0.147,0.308,-1.846,0.308,-1.949,0.308,-3.207,0.308,-3.208,0.308,-3.578,0.308,-3.598,0.308,-4.191,0.308,-4.199
0.188,0.137,0.188,0.112,0.272,0.16,0.272,0.134,0.307,-1.903,0.307,-2.007,0.307,-3.311,0.307,-3.31,0.307,-3.695,0.307,-3.719,0.307,-4.333,0.307,-4.34
0.189,0.147,0.189,0.112,0.273,0.149,0.273,0.149,0.306,-1.952,0.306,-2.058,0.306,-3.4,0.306,-3.412,0.306,-3.802,0.306,-3.825,0.306,-4.435,0.306,-4.443
0.189,0.143,0.189,0.114,0.273,0.153,0.273,0.143,0.305,-2.003,0.305,-2.118,0.305,-3.514,0.305,-3.509,0.305,-3.915,0.305,-3.94,0.305,-4.553,0.305,-4.57
0.189,0.152,0.189,0.118,0.273,0.167,0.273,0.147,0.304,-2.058,0.304,-2.175,0.304,-3.603,0.304,-3.619,0.304,-4.032,0.304,-4.057,0.304,-4.684,0.304,-4.696
0.189,0.144,0.189,0.114,0.274,0.16,0.274,0.15,0.303,-2.104,0.303,-2.225,0.303,-3.704,0.303,-3.711,0.303,-4.147,0.303,-4.178,0.303,-4.819,0.303,-4.826
0.19,0.146,0.19,0.109,0.274,0.157,0.274,0.146,0.302,-2.155,0.302,-2.284,0.302,-3.803,0.302,-3.814,0.302,-4.254,0.302,-4.293,0.302,-4.938,0.302,-4.955
0.19,0.144,0.19,0.111,0.274,0.161,0.274,0.143,0.301,-2.199,0.301,-2.336,0.301,-3.905,0.301,-3.912,0.301,-4.377,0.301,-4.406,0.301,-5.075,0.301,-5.095
0.19,0.137,0.19,0.111,0.275,0.167,0.275,0.161,0.3,-2.251,0.3,-2.386,0.3,-3.992,0.3,-4.003,0.3,-4.492,0.3,-4.518,0.3,-5.207,0.3,-5.222
0.19,0.135,0.19,0.12,0.275,0.161,0.275,0.16,0.299,-2.304,0.299,-2.442,0.299,-4.092,0.299,-4.093,0.299,-4.609,0.299,-4.647,0.299,-5.359,0.299,-5.365
0.191,0.144,0.191,0.112,0.276,0.158,0.276,0.167,0.298,-2.353,0.298,-2.489,0.298,-4.175,0.298,-4.19,0.298,-4.718,0.298,-4.754,0.298,-5.472,0.298,-5.501
0.191,0.129,0.191,0.112,0.276,0.153,0.276,0.137,0.297,-2.397,0.297,-2.538,0.297,-4.26,0.297,-4.27,0.297,-4.825,0.297,-4.865,0.297,-5.624,0.297,-5.636
0.191,0.143,0.191,0.114,0.276,0.161,0.276,0.163,0.296,-2.44,0.296,-2.584,0.296,-4.348,0.296,-4.354,0.296,-4.938,0.296,-4.972,0.296,-5.762,0.296,-5.771
0.191,0.134,0.191,0.106,0.277,0.173,0.277,0.173,0.295,-2.483,0.295,-2.626,0.295,-4.425,0.295,-4.431,0.295,-5.049,0.295,-5.089,0.295,-5.911,0.295,-5.92
0.192,0.146,0.192,0.114,0.277,0.167,0.277,0.166,0.294,-2.524,0.294,-2.676,0.294,-4.497,0.294,-4.5,0.294,-5.155,0.294,-5.19,0.294,-6.046,0.294,-6.064
0.192,0.13,0.192,0.107,0.277,0.167,0.277,0.155,0.293,-2.558,0.293,-2.715,0.293,-4.561,0.293,-4.567,0.293,-5.259,0.293,-5.296,0.293,-6.194,0.293,-6.213
